user,Subject,text
2teacher3,Donald Trump,@realDonaldTrump Cannot be a greater embarrassment than you being in the Oval Office. Glad your days are numbered.… https://t.co/m0XSr2O0Rw
Sugarpl77361969,Donald Trump,@realDonaldTrump Perhaps you should seek out the expert virologist psychiatrist that spoke with the Demon sperm doc… https://t.co/Qv5xyFPVOx
RayneNGrace,Donald Trump,"@realDonaldTrump You can go vote at the ballot box, after seeing all else the left is doing, they can go wrap thems… https://t.co/NTy1Vsd4rI"
DobbynLili,Donald Trump,@realDonaldTrump No president in history has ever pulled that off. You won't be the first.
ScottWala,Donald Trump,"@realDonaldTrump That’s unconstitutional and not how it works, idiot. And it’s scary/crazy that you’d even ask for… https://t.co/C9NxcJUfSi"
debbiecker,Donald Trump,"@realDonaldTrump The answer from the country is: No. No, sir. No we will NOT be doing that."
Mickeleh,Donald Trump,"@realDonaldTrump Three question marks??? Three answers: NO! NO! NO! Face the voters, you coward. If it’s possible t… https://t.co/HuyeQtgIAr"
StoutConnie,Donald Trump,@realDonaldTrump You can’t delay the election. The Americans want you OUT of office. It can’t come too soon. The Tr… https://t.co/I7y17iIYc9
GreatRajsel,Donald Trump,"@realDonaldTrump You can't delay the election, only Congress can."
Stopthe71590985,Donald Trump,@realDonaldTrump It cannot be more fraudulent and inaccurate than 2016 was. @HKrassenstein @the_resistor @maggieNYT @kayleighmcenany
MattyAtom,Donald Trump,@realDonaldTrump @realDonaldTrump If anything we should bump it up before you completely destroy our country. #TrumpVirus
pantomath__,Donald Trump,@realDonaldTrump https://t.co/4NNK9MfNjj
Nichola43955394,Donald Trump,@realDonaldTrump Your an embarrassment to our country it's time for you to be kicked out of the White House and for… https://t.co/dbqZzrRPwx
Davey1m1,Donald Trump,@realDonaldTrump THE PRESIDENT HAS NO BALLS. FACING THAT HE'S GOING TO LOSE TERRIBLE
KandiceDean1,Donald Trump,"@realDonaldTrump 1. Kill 200,000+ Americans by Nov 2. Defund the post office 3. Create mayhem in the streets 4. Inc… https://t.co/V8u9va009x"
LillibridgeMike,Donald Trump,@realDonaldTrump Well ine less vote for trump thanks to his Tulsa rally Hermann Caine Caine won't be at the polls
any1else2020,Donald Trump,@realDonaldTrump Americans have been voting by mail for decades doofus.  This LIE doesn't fool anyone. On November… https://t.co/sPpdyStulV
KTFink767,Donald Trump,@realDonaldTrump You are so pathetic...
Applevenus4,Donald Trump,@realDonaldTrump You're thinking 2016 for most fraudulent election.  Dont get comfortable fat ass.  If you dont leave we'll come and get you
B_Money_Dadddy,Donald Trump,@realDonaldTrump https://t.co/mADven4lHh
JCurryPhoto,Donald Trump,@realDonaldTrump https://t.co/dUy1TT9OKJ
FoxEuro92,Donald Trump,"@realDonaldTrump Yeah nah, we're good,  king of delusions"
ToniNorcross,Donald Trump,@realDonaldTrump SCREW YOU! TAKE IT LIKE A MAN! 864511320
BobMagaw,Donald Trump,"@realDonaldTrump Trump to Usain Bolt: If you win the 100 m dash, its because the race was rigged.  Trump to… https://t.co/d22gte1DFF"
Peopleafteru,Donald Trump,@realDonaldTrump https://t.co/JKKzyubCmu
JustinAB1972,Donald Trump,@realDonaldTrump Or until you think you can win?
savingJadon,Donald Trump,"@realDonaldTrump I have been saying for months, to push the election to November 2021. If we can't go to the polls… https://t.co/QdvGOOzhQx"
SottoVocce,Donald Trump,@realDonaldTrump For every person you insult &amp; demean 10+ more are disgusted. For every stupid idea &amp; diversion you… https://t.co/9p67rhVTTS
ShawnellClark,Donald Trump,"@realDonaldTrump But wait... Teachers , staff, and kids should all go back to school, yet you want to delay the ele… https://t.co/pHqyBSlN9j"
pope_charles6,Donald Trump,"@realDonaldTrump Nope. однако, Nyet, nō, nul, heç bir"
CuyahogaDave1,Donald Trump,@realDonaldTrump NO. You've literally set it up for failure by purposefully putting in a Post Master General who is… https://t.co/K4htCqU0GF
jerzymare,Donald Trump,@realDonaldTrump You are the only most INACCURATE &amp; FRAUDULENT thing about the upcoming election Donnie. Many peopl… https://t.co/l0ncyoRRL1
shebroe_dave,Donald Trump,@realDonaldTrump https://t.co/XO4Y9KXjJK
david_radzik,Donald Trump,"@realDonaldTrump You can’t do this and if you try, the American people won’t allow it."
scf37500693,Donald Trump,@realDonaldTrump I propose moving the election to September. Seems like a good idea. Anyone else?
msclvr70,Donald Trump,@realDonaldTrump Fuck no!
LucianaUnderwo6,Donald Trump,@realDonaldTrump You would  like that dont you
ginabike,Donald Trump,@realDonaldTrump Over my dead body.
pantomath__,Donald Trump,@realDonaldTrump https://t.co/qKbJGlWRuu
eoj4400,Donald Trump,@realDonaldTrump Absentee voting is the same thing you idiot. Stop the Symantics.
TideintheNW,Donald Trump,"@realDonaldTrump GFY, criminal."
Mycrazy64212091,Donald Trump,@realDonaldTrump It’s all the same!  Where have you been?  States have been voting by mail for years!  You have no basis for this 👎
of_mics,Donald Trump,@realDonaldTrump But it’s o.k. To open schools? 97 days until you pack your bags. #Biden2020
AllThatShreds,Donald Trump,@realDonaldTrump He’s going to try and hi jack the election. https://t.co/fgulH5jpAn
duxkuk,Donald Trump,@realDonaldTrump and finally the mask is off
wilbeyspitty,Donald Trump,@realDonaldTrump You’re the only embarrassment.
RyanRayLA,Donald Trump,"@realDonaldTrump You, “Mr.President”, are the greatest embarrassment ever to this country. Nothing could be worse t… https://t.co/gYRhSyECRr"
WildThingIs,Donald Trump,@realDonaldTrump https://t.co/fXdpsoCYYl
Karanlynne,Donald Trump,@realDonaldTrump Herman Cain died from the Trump Virus today.
sam_web6,Donald Trump,@realDonaldTrump Shut up Orange Man.
america_blessed,Donald Trump,@realDonaldTrump @KMGGaryde Idea.. 5 days to vote Nov. 2 to 6..time for all. TOUCHDOWN  Mr. President..love how you… https://t.co/gIqTLQDR6U
KentCulotta,Donald Trump,"@realDonaldTrump Aww, poor baby is upset that the polls are showing him losing the election. Wah wah, big tantrum time."
machtdesign,Donald Trump,@realDonaldTrump ask your friend Vladimir 😎
yourhotdad,Donald Trump,@realDonaldTrump Absentee voting is mail in voting so are you saying mail in voting is good
bonafidelawoman,Donald Trump,@realDonaldTrump https://t.co/51dY3IBhzo
sarah73160,Donald Trump,"@realDonaldTrump No no no, it’s time for you to go. If kids can go to school and people go to work we can vote"
s_g_browne,Donald Trump,@realDonaldTrump 1) Mail-in Voting = Absentee Voting 2) You're a great embarrassment to the USA 3) See items 1 and 2 above
lmc768,Donald Trump,@realDonaldTrump LEAVE !  GET OUT !  YOU HAVE DONE ENOUGH HARM!
_johunter_,Donald Trump,"@realDonaldTrump yes, delay the election until 2024."
PedotoSot25,Donald Trump,@realDonaldTrump What new hell is this incendiary tweet distracting from?
sam_rob2,Donald Trump,"@realDonaldTrump But send all those little kidletts back to school because it can be done properly, securely and sa… https://t.co/gL7Uld2mQS"
ToBlessedToBeS4,Donald Trump,"@realDonaldTrump Is that why you instructed the post office to hold up the mail...you idiot, don't you realize peop… https://t.co/lqDl0qX8fZ"
LuanneSimon12,Donald Trump,@realDonaldTrump https://t.co/0sACtX76qF
StephanPiel,Donald Trump,@realDonaldTrump i am in favour of earlier elections in september. then the drama with the destroyer of the america… https://t.co/fjB5cLEuCv
usambovu,Donald Trump,"@realDonaldTrump If it is INACCURATE &amp; FRAUDULENT,  it will only be so because of you! You are the most CORRUPT Pre… https://t.co/b9WNUkU2KT"
suter_cathi,Donald Trump,@realDonaldTrump https://t.co/wDFlJeHrAm
antoineplouis1,Donald Trump,@realDonaldTrump We want to get rid of incompetence in the white house like yesterday... delay is not an option. Wh… https://t.co/zCk76J8zvL
pskallman,Donald Trump,@realDonaldTrump KEEP MAKING UP ALL THE EXCUSES YOU CARE TO FOR LOSING THE ELECTION. IT’S YOUR SELF FULFILLING PROP… https://t.co/xkrOupGtX1
AudaxWerner,Donald Trump,"@realDonaldTrump Look up what dictators do in order to tamper with democracy. Ah, I see... ...you alreaday looked it up."
spideee,Donald Trump,@realDonaldTrump Yes.  But ALSO write an XO forbidding UNSECURE voting in U.S. Elections. It’s logical.   We have C… https://t.co/ADSk8l7CPI
snespsue,Donald Trump,@realDonaldTrump There’s no reason we can’t vote in person!! We cannot allow the dirty Dems to scare us from going… https://t.co/rMgG255Rh6
LaurenSoucy4,Donald Trump,"@realDonaldTrump Scared? We want your racist, evil, asshole self out of the White House. You're nothing than a piec… https://t.co/eVnwhb0Sm5"
ForwardValues,Donald Trump,@realDonaldTrump 🚨🚨You’re the fraud asking the Post Master General to slow the mail down and cut post office hours!… https://t.co/quifQlfajs
dieeane,Donald Trump,"@realDonaldTrump Let’s do it now, since it’s safe enough for kids to go to school."
ZacksJerryRig,Donald Trump,@realDonaldTrump Is the virus real or a hoax? I can't keep up.  Kids can go to school but we can't vote?   I say we… https://t.co/2aABzN3U6t
ALIYAQOOBALI1,Donald Trump,"@realDonaldTrump No one can interfere in American's right of voting. skills, capabilities, thoughts &amp; Ideas of a le… https://t.co/cQBgA6eYGZ"
Quitcherbichen,Donald Trump,@realDonaldTrump If that’s the case then YOU need to CLEAR OUT because you are not doing your job
reimann_rob,Donald Trump,"@realDonaldTrump You are the worst president ever, the majority of Americans strongly dislike you!"
Beenthere_DT,Donald Trump,@realDonaldTrump Heil Donald!
kwcfla,Donald Trump,"@realDonaldTrump Well, if anyone knows anything about not doing their job.....#LameDuckIMPOTUS"
Inspired_2016,Donald Trump,@realDonaldTrump @POTUS @realDonaldTrump #VoteBlueToRestoreEthics https://t.co/hY1X6g3bai
privatebagx8,Donald Trump,"@realDonaldTrump Agreed Mr President !!!!     I live in Portland and I see the lawlessness by these protesters .,,… https://t.co/JDWcB3PXBD"
AngelGoulet,Donald Trump,@realDonaldTrump Then why hasn't the Federal Government been enforcing strict #coronavirus rules from day 1 ?  The… https://t.co/zeDaQcHRhs
USABeReady,Donald Trump,@realDonaldTrump We are now in a Recession. Thank you Trump
gjps1940,Donald Trump,@realDonaldTrump BASE TO POTUS --STOP TAKING &amp; MAKE IT HAPPEN --IN JERSEY TALK IS CHEAP --DO YOUR JOB -KNOCK SOME H… https://t.co/TFZ1bj4Hha
kathyco27322014,Donald Trump,@realDonaldTrump You are behaving like a dictator and November 3 the people will let you know what they think about… https://t.co/gCEHr2eSUq
harrypowellSD,Donald Trump,"@realDonaldTrump trump needs to focus on the underlying reason for the ongoing and nationwide peaceful protests, st… https://t.co/FzJ46NuQx9"
Crazieone2750,Donald Trump,"@realDonaldTrump You're the one not doing his job @potus. She has not killed 150,000 + like you have with your… https://t.co/j06bqLBi5t"
phirephoto,Donald Trump,"@realDonaldTrump @OregonGovBrown @POTUS @PressSec @WhiteHouse @dbongino ""She isn't doing her job"", he tweets from t… https://t.co/0VtClGSf9K"
resolutecbd,Donald Trump,@realDonaldTrump You’re not doing your job. Do you know what your job is?
here_hold,Donald Trump,"@realDonaldTrump Sorry - I disagree.  Kate Brown is showing the leadership you lack, Donnie - and that we need in t… https://t.co/lvxVbYufT9"
mag_dog2020,Donald Trump,@realDonaldTrump Hold the White Supremists
donYawn,Donald Trump,@realDonaldTrump We have an Anarchist &amp; Agitator in the @WhiteHouse and yet the #GOP lead Senate does nothing!
Marvinparks13,Donald Trump,"@realDonaldTrump Martial law, feds aren’t wanted"
vmpalmerton,Donald Trump,@realDonaldTrump @OregonGovBrown has done a better job than you. #PortlandStrong
zebrathought,Donald Trump,"@realDonaldTrump Did you check the numbers today: 150K Americans dead, including Herman Cain and 33% contraction in… https://t.co/p8kpcTkIfs"
72Lobanowski,Donald Trump,@realDonaldTrump #StopInstigatingViolence
JudithBaby,Donald Trump,@realDonaldTrump YOU're not doing your job!
cwwhit_cleopups,Donald Trump,"@realDonaldTrump Not much behind her face of fury, she is a yes person for the Gestapo"
Frumpzilla,Donald Trump,@realDonaldTrump https://t.co/ItsvPz9xhH
sandental,Donald Trump,@realDonaldTrump @WhiteHouse Shut up! Why aren’t you at John Lewis funeral
BLMSEA206,Donald Trump,@realDonaldTrump You and @DHSgov are domestic terrorists per USC-18-2331 and will be prosecuted you the fullest ext… https://t.co/Zwo11OfVHN
DeeWilkins13,Donald Trump,@realDonaldTrump You were the one not doing your job🤡 https://t.co/Z0DhoIxFPL
joreil23,Donald Trump,"@realDonaldTrump You lie and people are dying 153,000 and counting! You’re a liar! https://t.co/sm7t0C5Udj"
AnnieGa15235734,Donald Trump,"@realDonaldTrump GTFO of Oregon! We are a happy, peaceful, hardworking state and your help is not needed with prote… https://t.co/klNMC5oF4c"
PaoloMasini4,Donald Trump,@realDonaldTrump GTFO
MDiflin,Donald Trump,@realDonaldTrump Herman Cain died because you didn't do your job
FyfmStanley,Donald Trump,"@realDonaldTrump Repetition, endless repetition. Most people have heard enough."
BreannasmommaT,Donald Trump,@realDonaldTrump Trump is a coward!  A coward will always pretend to be something he is not and more often than not… https://t.co/HxFOPY3b75
D85831978,Donald Trump,@realDonaldTrump You aren't doing your job.  You FAILED at protecting America from the spread of #COVID19 Then You… https://t.co/cfgApLialg
TonyDenapoli,Donald Trump,@realDonaldTrump @WSJ https://t.co/F0rT6jczVA
miller5717,Donald Trump,@realDonaldTrump @WSJ Voters are going to turn you over to @TishJames .  She's gonna take all your money and lock y… https://t.co/Oi1Ahy6Kjj
ShameOnUnicorn,Donald Trump,@realDonaldTrump @WSJ I bet you can't name a single one to support your wild claims
Aeroangel4Ever,Donald Trump,@realDonaldTrump @WSJ https://t.co/HiFVpAvW26
MattiasMansner2,Donald Trump,@realDonaldTrump @WSJ Its interesting fact you never provide evidence nor facts to back up your claims.
TonyDenapoli,Donald Trump,@realDonaldTrump @WSJ https://t.co/HOIGFpHszz
TimothyRHandy1,Donald Trump,"@realDonaldTrump @WSJ Sir. What does that have to do with 150,000 dead Americans from coronavirus and your failed leadership 🤔"
clarkjeff1776,Donald Trump,@realDonaldTrump @WSJ Its the Trump virus. Please get it right. #VoteBlueToEndThisNightmare
A_Trusov,Donald Trump,@realDonaldTrump @WSJ STOP CALLING IT THE CHINA VIRUS.
TonyDenapoli,Donald Trump,@realDonaldTrump @WSJ https://t.co/rQbhOHYreJ
kentstannard,Donald Trump,@realDonaldTrump @WSJ https://t.co/u4KIcdwn2r
robbysimons,Donald Trump,@realDonaldTrump @WSJ https://t.co/SmJODhigPP
JenniferLOtt,Donald Trump,@realDonaldTrump @WSJ #RIPhermanCain #TrumpLiesAmericansDie https://t.co/JmibZysZnp
MKwaks1,Donald Trump,@realDonaldTrump @POTUS @WSJ https://t.co/IZu2iN8ZaM
RowleySheyne,Donald Trump,@realDonaldTrump @WSJ How about your new numbers? Those are now a lie too! Hypocrisy rains in the Whitehouse
mr_lakewood,Donald Trump,@realDonaldTrump @POTUS @WSJ Herman Cain is dead because he went to your rally.
trixiebelle47,Donald Trump,@realDonaldTrump @WSJ Are you really NOT going to talk about the death of @THEHermanCain from COVID after going mas… https://t.co/nnpNte33xa
ShaunDo83401358,Donald Trump,@realDonaldTrump @WSJ Person Woman  Man  Camera  TV  The  TV stands for #TrumpVirus
sperk44,Donald Trump,@realDonaldTrump @WSJ You killed Herman Cain. #TrumpIsAMurderer
synthead23,Donald Trump,"@realDonaldTrump @WSJ Right, you MISLEAD the US to a DISASTER indeed. Poor american people with you as a FAKE PRESI… https://t.co/GqQmsb94wC"
EricX84159480,Donald Trump,@realDonaldTrump @WSJ https://t.co/870kMyaXfO
ThomasWildBoar,Donald Trump,"@realDonaldTrump Tick tock, Mr. orange. Tick tock."
AprilDawnK,Donald Trump,@realDonaldTrump https://t.co/CbHsyKSz8L
lisa_luxe,Donald Trump,@realDonaldTrump https://t.co/wnCjuce6Zn
AliMc61,Donald Trump,@realDonaldTrump https://t.co/w4f1DJtwUZ
napoli7676,Donald Trump,@realDonaldTrump Are u serious?  U need to take another cognitive test
teacup_grim,Donald Trump,"@realDonaldTrump You have NO power to delay an election. And in case you weren’t aware, the most fraudulent electio… https://t.co/P8hMTVm8k3"
Ram_p_age,Donald Trump,"@realDonaldTrump @realDonaldTrump I've never voted a day in my life, Where can I go to register to vote this year?… https://t.co/B6HKVqwTLV"
Savinie72711651,Donald Trump,@realDonaldTrump Who's gonna tell him that under the 20th Amendment to the Constitution (and the 3rd Presidential S… https://t.co/GlUa3iQzcP
Annie49720,Donald Trump,@realDonaldTrump Lol . Paranoia will. Destroy you . Bye bye now .
Sumdifference01,Donald Trump,@realDonaldTrump Fear rules the world and we are its minions.
JVir66,Donald Trump,@realDonaldTrump No. Stop delaying your demise. The election will be held or you will concede your seat to Nancy Pelosi.
erintonola01,Donald Trump,"@realDonaldTrump You don't have that power, sorry. Time's almost up, better figure out which country you're fleeing to."
ej585Tweets,Donald Trump,"@realDonaldTrump No, just have the election with no mass mail in voting."
CJ_Feher,Donald Trump,"@realDonaldTrump NOT. GONNA. HAPPEN.  However, this 👇 WILL still happen on schedule. https://t.co/fCo2MBr269"
MrsRosefyre,Donald Trump,@realDonaldTrump The Constitution has it WRITTEN IN LAW that the election MUST be held on the first Tuesday after t… https://t.co/7KLj4wqmh8
2021murse,Donald Trump,"@realDonaldTrump Your words are destabilizing to an already fragile nation. These words are u presidential, unpatri… https://t.co/eO2eQ0Peav"
Jessica_8118,Donald Trump,@realDonaldTrump That would be 2016.  The embarrassment is still going. You only want to delay the election because… https://t.co/DGI84Y7Vvg
polyscimom,Donald Trump,@realDonaldTrump Explain how putting a ballot in the mail would be different.
slydog2012t,Donald Trump,@realDonaldTrump Trump will not say this but I will.  Today we put to rest a real Saint. John Lewis put his body in… https://t.co/cHJoAzsPvg
cyndiblevins,Donald Trump,"@realDonaldTrump Negative Trump, the greatest embarrassment this country has ever faced was the day you were electe… https://t.co/tU45whFUuf"
paralegal1961,Donald Trump,@realDonaldTrump Most people are going to vote in person.   You are committing VOTER INTERFERENCE right now with th… https://t.co/qoLvoYs7MS
mamispeaks,Donald Trump,"@realDonaldTrump Sir, you &amp; your ilk are going to prison."
AzzureTerri,Donald Trump,"@realDonaldTrump Haha, you're hilarious."
BardeeJoan,Donald Trump,@realDonaldTrump Distraction good try. #COVID19 #coronavirus #JoeBidenForPresident2020
TheRealSethW,Donald Trump,"@realDonaldTrump Resign first, and we might consider it."
peterpiper645,Donald Trump,@realDonaldTrump There’s no different in absentee voting and universal voting. It means everyone can vote by mail n… https://t.co/sK27FC0mpK
Crybabycons,Donald Trump,@realDonaldTrump https://t.co/F85bCVm7jN
LoriPatch1,Donald Trump,@realDonaldTrump You don't have the power to do so. Only Congress can determined that the election be delayed. Don'… https://t.co/qHb3XqPgsU
dinobhoy,Donald Trump,@realDonaldTrump Getting your excuses in early for your huge defeat
georgedomby,Donald Trump,@realDonaldTrump https://t.co/zZzeKLhqWS
dicchocola,Donald Trump,@realDonaldTrump this bitch wants it to be “safe” for people to properly vote. meaning he’s aware of how dangerous… https://t.co/pCdDNrNaER
DorindaSattler,Donald Trump,@realDonaldTrump This would not be your stance if the polls were in your favor and if the economy was better.  We a… https://t.co/0Ocq0Q7uEW
sergiombneves,Donald Trump,@realDonaldTrump no. go away.
Geek4MAGA,Donald Trump,"@realDonaldTrump Can't do it, sir. Constitution sets the date."
carogonza,Donald Trump,@realDonaldTrump Your incompetence killed Herman Cain. Oh and 150K+ other Americans. #trumpgenocide #TrumpPlague
etorices,Donald Trump,@realDonaldTrump kicking drowned
Hambonechops12,Donald Trump,@realDonaldTrump BULLSHIT #presdeath
MattySR626,Donald Trump,@realDonaldTrump I'm no scientist but couldn't you just have reps from each party there to make sure mail-in votes… https://t.co/3DydX0T2nI
Christo61608906,Donald Trump,@realDonaldTrump @realDonaldTrump I have suggested this far long ago.. Just watch the protest and covid19 will end soon
VeronaV8,Donald Trump,"@realDonaldTrump YOU - Donald J Trump, #IMPOTUS45 - are the greatest embarrassment this country has ever seen.… https://t.co/8rpQkmyiBk"
Juncheng0910,Donald Trump,"@realDonaldTrump Come on, Mr. President, the Chinese people will help you run for president of the United States! Comrade Jianguo! come on."
ISO_ONEHUNNIT,Donald Trump,"@realDonaldTrump Hard no. Honestly, I’d risk my health to vote you out of office. You’re even more of a risk to my health/wellbeing"
briahsdad,Donald Trump,@realDonaldTrump It sure sounds a lot like you had all your bets on hacking machines. Doing it all on paper... well… https://t.co/xWbkDUcNP7
kristenbasch,Donald Trump,@realDonaldTrump The percent of proven voter fraud by mail-in ballots is .000004% but go off
KaoticDrew,Donald Trump,@realDonaldTrump Noooo ewwwww
DemsMakeUpFacts,Donald Trump,@realDonaldTrump Here you go mr. joe
therealflarp,Donald Trump,"@realDonaldTrump No, loser, we are not delaying the elections."
AnnaMarieLoui10,Donald Trump,"@realDonaldTrump Good Evening, Mr The President it's a good news about that so I voted. Yes We Can."
SafetyDance8,Donald Trump,@realDonaldTrump Quiet REEK https://t.co/G5YUkeTpGK
hornedwartyback,Donald Trump,@realDonaldTrump Reported.
DrunkonAquanet,Donald Trump,@realDonaldTrump Murderer #TrumpLiesAmericansDie https://t.co/ehFkObtIDf
carol_busseau,Donald Trump,@realDonaldTrump YOU are the great embarrassment to the USA.
geiger10009,Donald Trump,@realDonaldTrump There is no difference. Your ignorance knows no bounds 🙄
StevenPeterRing,Donald Trump,@realDonaldTrump In your dreams
Soaper55,Donald Trump,@realDonaldTrump And you'll still win just like the last time Mr President 😁
debrasample15,Donald Trump,@realDonaldTrump This is so wrong that the Democratic Party is wanting to be so determined to destroy the laws that… https://t.co/myVSoTfjWm
JPresto34980293,Donald Trump,"@realDonaldTrump Ok I get that you think your a genius, but has anyone explained to you how transparent you are? We… https://t.co/lofOYERYzl"
knava_12,Donald Trump,@realDonaldTrump You are losing and you know it. This tweet is a tell that you are scared.
RobinKShook,Donald Trump,@realDonaldTrump I want my right to vote at polls.Fuck  mail in voting To much fraud been proven.
LovingMommy24,Donald Trump,@realDonaldTrump YOU are the great embarrassment to the USA. YOU NEED TO LEAVE! #TrumpThreatensAmerica #ResignNowTrump
AllTrumpedOut,Donald Trump,@realDonaldTrump Whahahahhahahahahaaa!!!! YOU.LOOK.RIDICULOUS!!!!!  https://t.co/weSdcDl6mE
AmyHMorton,Donald Trump,@realDonaldTrump oh👏hell👏no👏
clayvc,Donald Trump,"@realDonaldTrump Do whatever you want, dude...I’m still going to find a way to vote against you and all your stupid… https://t.co/VZwVq6XWxH"
SandiAnthony1,Donald Trump,@realDonaldTrump You pulled out of the campaign in Michigan. No candidate would pull out of a battleground state in… https://t.co/jxINkzfxjt
wicker21,Donald Trump,@realDonaldTrump Nice try. People will vote. You will lose. No way you can delay anything.
Sheryl_40,Donald Trump,"@realDonaldTrump Also, you voted by mail. Are you admitting to cheating?"
FrankCo96913325,Donald Trump,@realDonaldTrump https://t.co/GdoKcfm664
CyrusLoverrrrr,Donald Trump,@realDonaldTrump Okay but no
LaurieM39756582,Donald Trump,@realDonaldTrump Please turn on CNN and see what respect for a compassionate and great leader looks like!!!!  So gl… https://t.co/U1JWKWn5vU
S0NNYGRAHAM,Donald Trump,@realDonaldTrump Bro. You’re fucking insane.
cubsfan1965,Donald Trump,@realDonaldTrump Article II The Presidency  Section I 1.4 The Congress may determine the Time of choosing the Elect… https://t.co/afhaiPKokp
SamAbate,Donald Trump,"@realDonaldTrump What's wrong, snowflake? Worried you're gonna lose?"
huttopian,Donald Trump,@realDonaldTrump Your presidency is like an 80s horror movie. The first person in your administration to die is a Black man.
TonyaWi67019784,Donald Trump,@realDonaldTrump I guess you just need to find a way to stay as president because you know that being reelected is… https://t.co/HXoTj7rQxZ
RandyW,Donald Trump,@realDonaldTrump Report this Tweet.
DingoDawgUSMC,Donald Trump,@realDonaldTrump When I wore this uniform I pledged an oath to defend our republic and the constitution that govern… https://t.co/0k5lAg6kpD
MichaelChiz1,Donald Trump,"@realDonaldTrump .  Congratulations, another record!!!  . https://t.co/V5j4ZWbYq3"
SeaverMarshall,Donald Trump,@realDonaldTrump K
Thunder_Jared,Donald Trump,@realDonaldTrump If you can go to Walmart and brag about not needing a mask you shouldn't be afraid of the outcome.… https://t.co/9omFdO3IMr
crash69844,Donald Trump,@realDonaldTrump 33% DROP IN GDP!!!!   Quit saying stupid shit to distract from the economic calamity that you have… https://t.co/804AtWlgeM
thomasb793,Donald Trump,@realDonaldTrump President Pelosi!
BaronRothschild,Donald Trump,"@realDonaldTrump The President is not above the constitution.  The election will not be delayed.   If it is, our de… https://t.co/tKQ3th2aF4"
IanTB01,Donald Trump,"@realDonaldTrump No, we want you gone asap. Your handling of the pandemic, protests and conduct on the world stage… https://t.co/FTlU9jseSi"
ernstchavez,Donald Trump,@realDonaldTrump #WeWillVote
primevalwench,Donald Trump,@realDonaldTrump No Spanky. You’re not squatting any longer than the law allows. Distracting from the news that you… https://t.co/iFGwY3hmuL
teamhiney,Donald Trump,@realDonaldTrump Just set up the voting booths in Walmarts!!!
COOKITNOW,Donald Trump,@realDonaldTrump Let’s Vote you out NOW🇺🇸
Hugorune,Donald Trump,@realDonaldTrump RUN &amp; HIDE!
Gemin_i,Donald Trump,"@realDonaldTrump So you're still touting this line, hey? Setting up for not leaving the white house qnd starting a… https://t.co/Ak9XLfS662"
mysterybookss,Donald Trump,@realDonaldTrump Your distraction isn't working and you LIE LIE LIE.
AlirezaSahba,Donald Trump,@realDonaldTrump How is the econ doing?
GGardiner1,Donald Trump,@realDonaldTrump No evidence to back up this claim. Wondered how long it would be before @realDonaldTrump suggested… https://t.co/ttWKUNu2dy
MrGeorgeNada,Donald Trump,@realDonaldTrump The UK are restricting mail-in voting because of fraud concerns.
XXXSAINT,Donald Trump,@realDonaldTrump Lmao... so you know you going to lose... 😂😂😂😂😂
HankWagnerPrime,Donald Trump,@realDonaldTrump How about extending voting over several days instead?
MrMagooIsAngry,Donald Trump,@realDonaldTrump This week in most predictable things ever:  1) COVID Fatalities related to Trump Tulsa racism rall… https://t.co/WHYNGT10HH
turnerjoelp,Donald Trump,@realDonaldTrump The date won't be change and you will have to vacate the Whitehouse in January. https://t.co/ZDUPLNr4GE
shelleylynnb,Donald Trump,@realDonaldTrump You are an embarrassment to the USA. You are inaccurate and fraudulent. I'm voting when early voti… https://t.co/WIsen7mjHy
cscerreta,Donald Trump,@realDonaldTrump Mr president please tell me the difference between mail in ballots and absentee ballots there is n… https://t.co/v8CYJ3RxjW
louis_elia,Donald Trump,@realDonaldTrump -_|_ _
JagerJeh,Donald Trump,@realDonaldTrump Nope. Start earlier. #BlueWave2020 #SaveTheUS
audreyjheard,Donald Trump,@realDonaldTrump I get ur concern. I except the Dems to completely try and rig the vote through fraud. What is the… https://t.co/ScTi0cwa4R
NerdimusPrime,Donald Trump,@realDonaldTrump Attempt to delay the election and we will make Portland look like a book club meeting by comparison. 🖕🏻
Crybabycons,Donald Trump,@realDonaldTrump And so it begins... https://t.co/HN7khm0Q1N
chicoshelly,Donald Trump,@realDonaldTrump Now you’re worried about embarrassing us?   Feels empty
Jeromesh68,Donald Trump,@realDonaldTrump https://t.co/CApkuMW9Jr
dovnorman18,Donald Trump,@realDonaldTrump You don’t have the authority to delay the election — and absentee voting IS mail-in voting. Or are… https://t.co/v4ZS30k2II
PeoriaStarMusic,Donald Trump,"@realDonaldTrump I reported this tweet, you lying  BITCH."
t500kingtt,Donald Trump,@realDonaldTrump I see you got Herman killed geez now you need another POC friend
cpmooreduke,Donald Trump,@realDonaldTrump lmfao how unconstitutional can you get?
1skydolly,Donald Trump,"@realDonaldTrump Fuck, fucking with OUR CONSTITUTION ! Our COUNTRY! Our DEMOCRACY!!! You MADE people put there live… https://t.co/PZLCfmmRzq"
CarlMega,Donald Trump,"@realDonaldTrump ladies and gentlemen, I present to you the man who says schools must open period.  da fuct?"
hallazone,Donald Trump,@realDonaldTrump U bastard!!!
msleeannb,Donald Trump,@realDonaldTrump No no no. We want you out ASAP
tradermkx,Donald Trump,@realDonaldTrump Only dictators delay or cancel elections.
954_632,Donald Trump,@realDonaldTrump Not true
